GEOID_2,Block Level LSLR,Breaks Leaks,CIP Sewer and Water Main,Daycare,Equity,Homeowner Initiated,max,maxes
17031140602,0.0,16.0,0.0,0.0,0.0,2.0,Breaks Leaks,['Breaks Leaks']
17031140701,0.0,10.0,0.0,0.0,0.0,1.0,Breaks Leaks,['Breaks Leaks']
17031140702,0.0,11.0,0.0,0.0,3.0,2.0,Breaks Leaks,['Breaks Leaks']
17031140800,0.0,24.0,0.0,0.0,3.0,8.0,Breaks Leaks,['Breaks Leaks']
17031150200,0.0,40.0,0.0,0.0,4.0,4.0,Breaks Leaks,['Breaks Leaks']
17031150300,0.0,43.0,0.0,0.0,6.0,5.0,Breaks Leaks,['Breaks Leaks']
17031150401,0.0,28.0,35.0,0.0,2.0,0.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031150402,0.0,26.0,0.0,0.0,5.0,5.0,Breaks Leaks,['Breaks Leaks']
17031150501,0.0,17.0,0.0,0.0,4.0,2.0,Breaks Leaks,['Breaks Leaks']
17031150502,0.0,23.0,0.0,0.0,7.0,3.0,Breaks Leaks,['Breaks Leaks']
17031150600,0.0,32.0,0.0,0.0,6.0,6.0,Breaks Leaks,['Breaks Leaks']
17031150700,0.0,41.0,0.0,0.0,7.0,3.0,Breaks Leaks,['Breaks Leaks']
17031150800,0.0,23.0,0.0,0.0,4.0,3.0,Breaks Leaks,['Breaks Leaks']
17031151001,0.0,9.0,0.0,0.0,3.0,1.0,Breaks Leaks,['Breaks Leaks']
17031151002,0.0,20.0,0.0,0.0,5.0,2.0,Breaks Leaks,['Breaks Leaks']
17031151100,0.0,21.0,0.0,0.0,5.0,2.0,Breaks Leaks,['Breaks Leaks']
17031151200,0.0,26.0,0.0,0.0,5.0,3.0,Breaks Leaks,['Breaks Leaks']
17031160100,0.0,10.0,0.0,0.0,3.0,5.0,Breaks Leaks,['Breaks Leaks']
17031160200,0.0,24.0,0.0,0.0,0.0,3.0,Breaks Leaks,['Breaks Leaks']
17031160300,0.0,7.0,0.0,0.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031160400,0.0,14.0,0.0,0.0,1.0,3.0,Breaks Leaks,['Breaks Leaks']
17031160501,0.0,10.0,0.0,0.0,2.0,2.0,Breaks Leaks,['Breaks Leaks']
17031160502,0.0,9.0,0.0,0.0,6.0,5.0,Breaks Leaks,['Breaks Leaks']
17031160601,0.0,7.0,0.0,0.0,2.0,5.0,Breaks Leaks,['Breaks Leaks']
17031160602,0.0,9.0,0.0,0.0,1.0,2.0,Breaks Leaks,['Breaks Leaks']
17031160700,0.0,16.0,0.0,0.0,1.0,6.0,Breaks Leaks,['Breaks Leaks']
17031160800,0.0,12.0,0.0,0.0,4.0,4.0,Breaks Leaks,['Breaks Leaks']
17031160900,0.0,12.0,0.0,0.0,1.0,1.0,Breaks Leaks,['Breaks Leaks']
17031161000,0.0,11.0,0.0,0.0,2.0,4.0,Breaks Leaks,['Breaks Leaks']
17031161100,0.0,15.0,0.0,0.0,0.0,4.0,Breaks Leaks,['Breaks Leaks']
17031161200,0.0,8.0,0.0,0.0,1.0,1.0,Breaks Leaks,['Breaks Leaks']
17031161300,0.0,11.0,0.0,0.0,2.0,2.0,Breaks Leaks,['Breaks Leaks']
17031170200,0.0,18.0,0.0,0.0,3.0,0.0,Breaks Leaks,['Breaks Leaks']
17031170300,0.0,42.0,0.0,0.0,4.0,0.0,Breaks Leaks,['Breaks Leaks']
17031170400,0.0,26.0,0.0,0.0,5.0,1.0,Breaks Leaks,['Breaks Leaks']
17031170500,0.0,24.0,0.0,0.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031170600,0.0,12.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031170700,0.0,20.0,0.0,0.0,4.0,0.0,Breaks Leaks,['Breaks Leaks']
17031170800,0.0,32.0,0.0,0.0,7.0,1.0,Breaks Leaks,['Breaks Leaks']
17031170900,0.0,7.0,0.0,0.0,4.0,0.0,Breaks Leaks,['Breaks Leaks']
17031171000,0.0,46.0,0.0,0.0,2.0,3.0,Breaks Leaks,['Breaks Leaks']
17031171100,0.0,20.0,0.0,0.0,6.0,1.0,Breaks Leaks,['Breaks Leaks']
17031180100,0.0,32.0,0.0,0.0,5.0,1.0,Breaks Leaks,['Breaks Leaks']
17031190100,0.0,10.0,0.0,0.0,2.0,1.0,Breaks Leaks,['Breaks Leaks']
17031190200,0.0,26.0,0.0,0.0,4.0,0.0,Breaks Leaks,['Breaks Leaks']
17031190300,0.0,31.0,0.0,0.0,5.0,0.0,Breaks Leaks,['Breaks Leaks']
17031190401,15.0,21.0,0.0,0.0,6.0,0.0,Breaks Leaks,['Breaks Leaks']
17031190402,0.0,34.0,0.0,2.0,3.0,0.0,Breaks Leaks,['Breaks Leaks']
17031190601,0.0,14.0,0.0,0.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031190602,0.0,25.0,56.0,2.0,4.0,2.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031190701,0.0,19.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031190702,0.0,16.0,0.0,2.0,4.0,1.0,Breaks Leaks,['Breaks Leaks']
17031190800,0.0,26.0,0.0,0.0,3.0,0.0,Breaks Leaks,['Breaks Leaks']
17031190900,0.0,11.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031191000,0.0,9.0,0.0,0.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031191100,0.0,10.0,0.0,0.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031191200,0.0,6.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031191301,0.0,12.0,0.0,0.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031191302,0.0,18.0,0.0,0.0,3.0,1.0,Breaks Leaks,['Breaks Leaks']
17031200100,0.0,20.0,0.0,0.0,1.0,2.0,Breaks Leaks,['Breaks Leaks']
17031200200,0.0,13.0,0.0,0.0,3.0,2.0,Breaks Leaks,['Breaks Leaks']
17031200300,0.0,11.0,0.0,1.0,3.0,0.0,Breaks Leaks,['Breaks Leaks']
17031200401,0.0,15.0,0.0,0.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031200402,0.0,13.0,0.0,1.0,4.0,1.0,Breaks Leaks,['Breaks Leaks']
17031210100,0.0,14.0,0.0,0.0,1.0,6.0,Breaks Leaks,['Breaks Leaks']
17031210400,0.0,9.0,0.0,0.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031210501,0.0,12.0,0.0,0.0,0.0,5.0,Breaks Leaks,['Breaks Leaks']
17031210502,0.0,9.0,0.0,0.0,0.0,4.0,Breaks Leaks,['Breaks Leaks']
17031210601,0.0,15.0,0.0,0.0,0.0,5.0,Breaks Leaks,['Breaks Leaks']
17031210602,0.0,7.0,0.0,0.0,0.0,3.0,Breaks Leaks,['Breaks Leaks']
17031210700,0.0,18.0,0.0,0.0,2.0,2.0,Breaks Leaks,['Breaks Leaks']
17031210800,0.0,2.0,0.0,0.0,1.0,3.0,Homeowner Initiated,['Homeowner Initiated']
17031210900,0.0,11.0,0.0,0.0,2.0,3.0,Breaks Leaks,['Breaks Leaks']
17031220300,0.0,11.0,0.0,0.0,2.0,2.0,Breaks Leaks,['Breaks Leaks']
17031220400,0.0,9.0,0.0,0.0,3.0,14.0,Homeowner Initiated,['Homeowner Initiated']
17031220500,0.0,12.0,34.0,0.0,0.0,8.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031220601,0.0,10.0,0.0,0.0,1.0,3.0,Breaks Leaks,['Breaks Leaks']
17031220602,0.0,13.0,0.0,0.0,1.0,12.0,Breaks Leaks,['Breaks Leaks']
17031220701,0.0,13.0,0.0,0.0,1.0,2.0,Breaks Leaks,['Breaks Leaks']
17031220702,0.0,19.0,0.0,1.0,4.0,2.0,Breaks Leaks,['Breaks Leaks']
17031220901,0.0,14.0,0.0,0.0,1.0,3.0,Breaks Leaks,['Breaks Leaks']
17031220902,0.0,12.0,0.0,0.0,3.0,5.0,Breaks Leaks,['Breaks Leaks']
17031221000,0.0,4.0,0.0,0.0,1.0,3.0,Breaks Leaks,['Breaks Leaks']
17031221100,0.0,12.0,0.0,0.0,1.0,6.0,Breaks Leaks,['Breaks Leaks']
17031221200,0.0,8.0,10.0,0.0,2.0,5.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031221300,0.0,5.0,0.0,0.0,0.0,6.0,Homeowner Initiated,['Homeowner Initiated']
17031221400,0.0,12.0,0.0,0.0,0.0,5.0,Breaks Leaks,['Breaks Leaks']
17031221500,0.0,3.0,0.0,0.0,3.0,6.0,Homeowner Initiated,['Homeowner Initiated']
17031221600,0.0,9.0,0.0,0.0,0.0,12.0,Homeowner Initiated,['Homeowner Initiated']
17031222200,0.0,6.0,0.0,0.0,3.0,1.0,Breaks Leaks,['Breaks Leaks']
17031222500,0.0,2.0,0.0,0.0,0.0,3.0,Homeowner Initiated,['Homeowner Initiated']
17031222600,0.0,3.0,0.0,0.0,3.0,3.0,Breaks Leaks,"['Breaks Leaks', 'Equity', 'Homeowner Initiated']"
17031222700,0.0,4.0,1.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031222800,0.0,2.0,0.0,0.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031222900,0.0,4.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031230100,0.0,5.0,0.0,0.0,0.0,2.0,Breaks Leaks,['Breaks Leaks']
17031230200,0.0,12.0,0.0,0.0,1.0,1.0,Breaks Leaks,['Breaks Leaks']
17031230300,0.0,0.0,0.0,0.0,1.0,1.0,Equity,"['Equity', 'Homeowner Initiated']"
17031230400,0.0,11.0,0.0,0.0,1.0,3.0,Breaks Leaks,['Breaks Leaks']
17031230500,0.0,11.0,0.0,0.0,2.0,1.0,Breaks Leaks,['Breaks Leaks']
17031230600,0.0,21.0,0.0,0.0,7.0,0.0,Breaks Leaks,['Breaks Leaks']
17031230700,0.0,25.0,0.0,0.0,5.0,2.0,Breaks Leaks,['Breaks Leaks']
17031230800,0.0,7.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031230900,0.0,18.0,0.0,0.0,3.0,4.0,Breaks Leaks,['Breaks Leaks']
17031231100,0.0,5.0,123.0,1.0,4.0,2.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031231200,0.0,19.0,58.0,0.0,4.0,2.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031231500,7.0,25.0,1.0,0.0,1.0,2.0,Breaks Leaks,['Breaks Leaks']
17031240200,0.0,1.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031240300,0.0,8.0,0.0,0.0,0.0,1.0,Breaks Leaks,['Breaks Leaks']
17031240500,0.0,3.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031240600,0.0,1.0,0.0,0.0,0.0,2.0,Homeowner Initiated,['Homeowner Initiated']
17031240700,0.0,6.0,0.0,0.0,0.0,4.0,Breaks Leaks,['Breaks Leaks']
17031240800,0.0,6.0,0.0,0.0,1.0,1.0,Breaks Leaks,['Breaks Leaks']
17031240900,0.0,6.0,0.0,0.0,0.0,2.0,Breaks Leaks,['Breaks Leaks']
17031241000,0.0,5.0,1.0,0.0,0.0,2.0,Breaks Leaks,['Breaks Leaks']
17031241100,0.0,7.0,13.0,0.0,1.0,6.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031241200,0.0,8.0,0.0,0.0,1.0,3.0,Breaks Leaks,['Breaks Leaks']
17031241300,0.0,2.0,12.0,0.0,0.0,6.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031241400,0.0,8.0,12.0,0.0,0.0,6.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031241500,0.0,3.0,0.0,0.0,0.0,3.0,Breaks Leaks,"['Breaks Leaks', 'Homeowner Initiated']"
17031241600,0.0,4.0,0.0,0.0,0.0,4.0,Breaks Leaks,"['Breaks Leaks', 'Homeowner Initiated']"
17031242000,0.0,13.0,0.0,0.0,1.0,1.0,Breaks Leaks,['Breaks Leaks']
17031242100,0.0,3.0,0.0,0.0,0.0,4.0,Homeowner Initiated,['Homeowner Initiated']
17031242200,0.0,2.0,0.0,0.0,0.0,9.0,Homeowner Initiated,['Homeowner Initiated']
17031242300,0.0,16.0,40.0,0.0,0.0,7.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031242400,0.0,9.0,0.0,0.0,0.0,4.0,Breaks Leaks,['Breaks Leaks']
17031242500,0.0,13.0,0.0,0.0,0.0,5.0,Breaks Leaks,['Breaks Leaks']
17031242600,0.0,14.0,13.0,0.0,1.0,5.0,Breaks Leaks,['Breaks Leaks']
17031242700,0.0,4.0,0.0,0.0,0.0,1.0,Breaks Leaks,['Breaks Leaks']
17031242800,0.0,6.0,0.0,0.0,1.0,8.0,Homeowner Initiated,['Homeowner Initiated']
17031242900,0.0,13.0,0.0,0.0,0.0,4.0,Breaks Leaks,['Breaks Leaks']
17031243000,0.0,0.0,0.0,0.0,0.0,4.0,Homeowner Initiated,['Homeowner Initiated']
17031243100,0.0,2.0,0.0,0.0,1.0,1.0,Breaks Leaks,['Breaks Leaks']
17031243200,0.0,6.0,0.0,0.0,0.0,3.0,Breaks Leaks,['Breaks Leaks']
17031243300,0.0,5.0,0.0,0.0,0.0,2.0,Breaks Leaks,['Breaks Leaks']
17031243400,0.0,12.0,9.0,0.0,0.0,6.0,Breaks Leaks,['Breaks Leaks']
17031243500,0.0,2.0,16.0,0.0,0.0,1.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031250200,0.0,13.0,0.0,2.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031250300,0.0,25.0,0.0,4.0,5.0,1.0,Breaks Leaks,['Breaks Leaks']
17031250400,0.0,32.0,0.0,0.0,11.0,0.0,Breaks Leaks,['Breaks Leaks']
17031250500,0.0,93.0,0.0,0.0,13.0,1.0,Breaks Leaks,['Breaks Leaks']
17031250600,0.0,25.0,0.0,3.0,20.0,1.0,Breaks Leaks,['Breaks Leaks']
17031250700,0.0,25.0,0.0,5.0,10.0,1.0,Breaks Leaks,['Breaks Leaks']
17031250800,0.0,16.0,0.0,0.0,5.0,0.0,Breaks Leaks,['Breaks Leaks']
17031251000,0.0,2.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031251100,0.0,20.0,0.0,4.0,9.0,1.0,Breaks Leaks,['Breaks Leaks']
17031251200,0.0,21.0,0.0,5.0,12.0,1.0,Breaks Leaks,['Breaks Leaks']
17031251300,0.0,32.0,0.0,9.0,13.0,3.0,Breaks Leaks,['Breaks Leaks']
17031251400,0.0,27.0,0.0,5.0,6.0,2.0,Breaks Leaks,['Breaks Leaks']
17031251500,0.0,12.0,0.0,8.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031251600,0.0,19.0,0.0,3.0,7.0,0.0,Breaks Leaks,['Breaks Leaks']
17031251700,0.0,8.0,0.0,1.0,3.0,0.0,Breaks Leaks,['Breaks Leaks']
17031251800,0.0,10.0,0.0,5.0,3.0,2.0,Breaks Leaks,['Breaks Leaks']
17031251900,0.0,13.0,0.0,2.0,6.0,1.0,Breaks Leaks,['Breaks Leaks']
17031252000,19.0,11.0,19.0,2.0,4.0,0.0,Block Level LSLR,"['Block Level LSLR', 'CIP Sewer and Water Main']"
17031252101,0.0,3.0,0.0,1.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031252102,0.0,20.0,0.0,5.0,13.0,1.0,Breaks Leaks,['Breaks Leaks']
17031252201,0.0,6.0,0.0,3.0,4.0,0.0,Breaks Leaks,['Breaks Leaks']
17031252202,0.0,17.0,3.0,3.0,6.0,0.0,Breaks Leaks,['Breaks Leaks']
17031260100,0.0,4.0,0.0,1.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031260200,0.0,6.0,0.0,3.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031260300,0.0,3.0,10.0,0.0,1.0,0.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031260400,0.0,6.0,0.0,1.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031260500,0.0,6.0,0.0,5.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031260600,0.0,11.0,0.0,1.0,2.0,2.0,Breaks Leaks,['Breaks Leaks']
17031260700,0.0,7.0,0.0,2.0,3.0,1.0,Breaks Leaks,['Breaks Leaks']
17031260800,0.0,9.0,0.0,2.0,0.0,2.0,Breaks Leaks,['Breaks Leaks']
17031260900,0.0,9.0,0.0,1.0,1.0,2.0,Breaks Leaks,['Breaks Leaks']
17031261000,0.0,13.0,0.0,2.0,4.0,2.0,Breaks Leaks,['Breaks Leaks']
17031270500,0.0,2.0,0.0,0.0,2.0,0.0,Breaks Leaks,"['Breaks Leaks', 'Equity']"
17031271200,0.0,5.0,0.0,1.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031271300,0.0,4.0,0.0,1.0,1.0,1.0,Breaks Leaks,['Breaks Leaks']
17031271400,0.0,6.0,0.0,4.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031271500,0.0,6.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031271800,0.0,9.0,0.0,1.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031280400,0.0,1.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031280800,0.0,2.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031280900,0.0,1.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031282700,0.0,4.0,0.0,0.0,4.0,0.0,Breaks Leaks,"['Breaks Leaks', 'Equity']"
17031282800,0.0,4.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031283100,0.0,1.0,0.0,0.0,0.0,4.0,Homeowner Initiated,['Homeowner Initiated']
17031283200,0.0,3.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031290900,0.0,18.0,0.0,3.0,2.0,1.0,Breaks Leaks,['Breaks Leaks']
17031291200,0.0,12.0,0.0,1.0,2.0,1.0,Breaks Leaks,['Breaks Leaks']
17031291600,0.0,2.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031292200,0.0,11.0,0.0,0.0,3.0,2.0,Breaks Leaks,['Breaks Leaks']
17031292400,0.0,8.0,0.0,1.0,0.0,2.0,Breaks Leaks,['Breaks Leaks']
17031292500,0.0,23.0,0.0,2.0,3.0,1.0,Breaks Leaks,['Breaks Leaks']
17031300500,0.0,6.0,0.0,0.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031300600,0.0,13.0,0.0,1.0,1.0,1.0,Breaks Leaks,['Breaks Leaks']
17031300700,0.0,10.0,0.0,1.0,2.0,2.0,Breaks Leaks,['Breaks Leaks']
17031300800,0.0,13.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031300900,0.0,15.0,0.0,0.0,0.0,2.0,Breaks Leaks,['Breaks Leaks']
17031301100,0.0,16.0,0.0,0.0,2.0,1.0,Breaks Leaks,['Breaks Leaks']
17031301200,0.0,11.0,0.0,1.0,2.0,2.0,Breaks Leaks,['Breaks Leaks']
17031301600,0.0,26.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031301701,0.0,13.0,0.0,0.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031301702,0.0,11.0,0.0,1.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031301801,0.0,15.0,0.0,0.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031301802,0.0,13.0,0.0,2.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031301803,0.0,16.0,0.0,1.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031310200,0.0,4.0,0.0,0.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031310300,0.0,4.0,0.0,0.0,1.0,1.0,Breaks Leaks,['Breaks Leaks']
17031310400,0.0,3.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031310500,0.0,6.0,0.0,0.0,0.0,1.0,Breaks Leaks,['Breaks Leaks']
17031310600,0.0,15.0,0.0,0.0,0.0,5.0,Breaks Leaks,['Breaks Leaks']
17031310700,0.0,3.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031310800,0.0,15.0,0.0,0.0,2.0,2.0,Breaks Leaks,['Breaks Leaks']
17031310900,0.0,32.0,0.0,0.0,5.0,5.0,Breaks Leaks,['Breaks Leaks']
17031330103,0.0,1.0,0.0,1.0,0.0,0.0,Breaks Leaks,"['Breaks Leaks', 'Daycare']"
17031340300,0.0,1.0,0.0,0.0,1.0,0.0,Breaks Leaks,"['Breaks Leaks', 'Equity']"
17031340400,0.0,4.0,0.0,0.0,0.0,2.0,Breaks Leaks,['Breaks Leaks']
17031340500,0.0,4.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031351000,0.0,0.0,0.0,0.0,2.0,0.0,Equity,['Equity']
17031351400,0.0,1.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
